reading_id,shipment_id,sensor_device_id,captured_at_utc,temperature_c,humidity_pct,battery_pct,latitude,longitude
RD0002300,SHP00023,SNS0023,2026-08-26 23:00:00,-15.25,56.6,96.6,13.083,80.271
RD0002301,SHP00023,SNS0023,2026-08-27 01:00:00,-15.17,54.7,92.6,13.5361,79.7365
RD0002302,SHP00023,SNS0023,2026-08-27 03:00:00,-14.79,57.4,92.7,13.9892,79.202
RD0002303,SHP00023,SNS0023,2026-08-27 05:00:00,-15.52,47.3,87.9,14.4422,78.6675
RD0002304,SHP00023,SNS0023,2026-08-27 07:00:00,-15.56,43.6,85.9,14.8953,78.133
RD0002305,SHP00023,SNS0023,2026-08-27 09:00:00,-14.43,44.3,86.0,15.3484,77.5985
RD0002306,SHP00023,SNS0023,2026-08-27 11:00:00,-14.48,43.2,80.7,15.8015,77.064
RD0002307,SHP00023,SNS0023,2026-08-27 13:00:00,-14.61,52.0,80.4,16.2546,76.5295
RD0002308,SHP00023,SNS0023,2026-08-27 15:00:00,-15.14,47.3,78.6,16.7077,75.995
RD0002309,SHP00023,SNS0023,2026-08-27 17:00:00,-14.76,57.3,74.8,17.1608,75.4605
RD0002310,SHP00023,SNS0023,2026-08-27 19:00:00,-14.82,49.8,71.3,17.6138,74.926
RD0002311,SHP00023,SNS0023,2026-08-27 21:00:00,-14.94,45.8,69.7,18.0669,74.3915
RD0002400,SHP00024,SNS0024,2026-08-27 06:00:00,5.26,45.6,97.1,28.614,77.209
RD0002401,SHP00024,SNS0024,2026-08-27 08:00:00,4.43,54.2,92.7,27.3105,77.2412
RD0002402,SHP00024,SNS0024,2026-08-27 10:00:00,5.29,44.7,92.9,26.007,77.2733
RD0002403,SHP00024,SNS0024,2026-08-27 12:00:00,4.72,47.2,90.7,24.7035,77.3055
RD0002404,SHP00024,SNS0024,2026-08-27 14:00:00,4.38,48.9,87.3,23.4,77.3377
RD0002405,SHP00024,SNS0024,2026-08-27 16:00:00,4.64,52.9,84.8,22.0965,77.3698
RD0002406,SHP00024,SNS0024,2026-08-27 18:00:00,4.55,51.8,83.1,20.793,77.402
RD0002407,SHP00024,SNS0024,2026-08-27 20:00:00,4.84,50.0,79.2,19.4895,77.4342
RD0002408,SHP00024,SNS0024,2026-08-27 22:00:00,5.12,52.2,78.1,18.186,77.4663
RD0002409,SHP00024,SNS0024,2026-08-28 00:00:00,4.94,56.4,74.4,16.8825,77.4985
RD0002410,SHP00024,SNS0024,2026-08-28 02:00:00,4.95,50.7,73.1,15.579,77.5307
RD0002411,SHP00024,SNS0024,2026-08-28 04:00:00,4.4,57.8,68.8,14.2755,77.5628
RD0002500,SHP00025,SNS0025,2026-08-27 13:00:00,4.72,53.0,95.1,19.076,72.877
RD0002501,SHP00025,SNS0025,2026-08-27 15:00:00,4.94,58.0,94.7,18.9351,73.3445
RD0002502,SHP00025,SNS0025,2026-08-27 17:00:00,5.49,48.1,92.9,18.7942,73.812
RD0002503,SHP00025,SNS0025,2026-08-27 19:00:00,4.8,53.2,89.9,18.6532,74.2795
RD0002504,SHP00025,SNS0025,2026-08-27 21:00:00,4.33,48.3,85.9,18.5123,74.747
RD0002505,SHP00025,SNS0025,2026-08-27 23:00:00,4.31,54.5,83.4,18.3714,75.2145
RD0002506,SHP00025,SNS0025,2026-08-28 01:00:00,5.66,53.9,80.9,18.2305,75.682
RD0002507,SHP00025,SNS0025,2026-08-28 03:00:00,5.47,54.4,78.5,18.0896,76.1495
RD0002508,SHP00025,SNS0025,2026-08-28 05:00:00,4.62,45.5,76.4,17.9487,76.617
RD0002509,SHP00025,SNS0025,2026-08-28 07:00:00,4.57,54.1,75.6,17.8078,77.0845
RD0002510,SHP00025,SNS0025,2026-08-28 09:00:00,5.37,44.2,72.0,17.6668,77.552
RD0002511,SHP00025,SNS0025,2026-08-28 11:00:00,4.44,42.6,69.7,17.5259,78.0195
RD0002600,SHP00026,SNS0026,2026-08-27 20:00:00,5.4,47.8,97.9,18.52,73.857
RD0002601,SHP00026,SNS0026,2026-08-27 22:00:00,4.48,47.2,92.9,18.0669,74.3915
RD0002602,SHP00026,SNS0026,2026-08-28 00:00:00,4.88,54.6,92.6,17.6138,74.926
RD0002603,SHP00026,SNS0026,2026-08-28 02:00:00,5.53,50.0,89.7,17.1608,75.4605
RD0002604,SHP00026,SNS0026,2026-08-28 04:00:00,4.68,56.6,87.9,16.7077,75.995
RD0002605,SHP00026,SNS0026,2026-08-28 06:00:00,5.62,46.7,83.1,16.2546,76.5295
RD0002606,SHP00026,SNS0026,2026-08-28 08:00:00,5.52,49.5,81.2,15.8015,77.064
RD0002607,SHP00026,SNS0026,2026-08-28 10:00:00,4.41,45.6,78.9,15.3484,77.5985
RD0002608,SHP00026,SNS0026,2026-08-28 12:00:00,5.25,48.4,76.8,14.8953,78.133
RD0002609,SHP00026,SNS0026,2026-08-28 14:00:00,5.48,43.4,74.7,14.4423,78.6675
RD0002610,SHP00026,SNS0026,2026-08-28 16:00:00,4.85,44.0,73.2,13.9892,79.202
RD0002611,SHP00026,SNS0026,2026-08-28 18:00:00,4.82,46.2,69.4,13.5361,79.7365
RD0002700,SHP00027,SNS0027,2026-08-28 03:00:00,-24.17,47.9,96.1,12.972,77.595
RD0002701,SHP00027,SNS0027,2026-08-28 05:00:00,-23.76,51.9,94.2,14.2755,77.5628
RD0002702,SHP00027,SNS0027,2026-08-28 07:00:00,-23.38,51.8,92.2,15.579,77.5307
RD0002703,SHP00027,SNS0027,2026-08-28 09:00:00,-23.79,49.4,88.9,16.8825,77.4985
RD0002704,SHP00027,SNS0027,2026-08-28 11:00:00,-23.72,43.9,86.5,18.186,77.4663
RD0002705,SHP00027,SNS0027,2026-08-28 13:00:00,-14.44,43.9,83.0,19.4895,77.4342
RD0002706,SHP00027,SNS0027,2026-08-28 15:00:00,-13.69,47.9,82.4,20.793,77.402
RD0002707,SHP00027,SNS0027,2026-08-28 17:00:00,-13.46,51.4,79.6,22.0965,77.3698
RD0002708,SHP00027,SNS0027,2026-08-28 19:00:00,-23.68,52.5,76.1,23.4,77.3377
RD0002709,SHP00027,SNS0027,2026-08-28 21:00:00,-23.53,57.0,74.6,24.7035,77.3055
RD0002710,SHP00027,SNS0027,2026-08-28 23:00:00,-24.31,45.5,71.9,26.007,77.2733
RD0002711,SHP00027,SNS0027,2026-08-29 01:00:00,-24.08,47.8,70.9,27.3105,77.2412
RD0002800,SHP00028,SNS0028,2026-08-28 10:00:00,4.67,56.4,96.9,17.385,78.487
RD0002801,SHP00028,SNS0028,2026-08-28 12:00:00,4.2,46.4,95.4,17.5259,78.0195
RD0002802,SHP00028,SNS0028,2026-08-28 14:00:00,4.66,55.2,90.4,17.6668,77.552
RD0002803,SHP00028,SNS0028,2026-08-28 16:00:00,3.43,52.2,90.2,17.8078,77.0845
RD0002804,SHP00028,SNS0028,2026-08-28 18:00:00,4.66,47.3,88.2,17.9487,76.617
RD0002805,SHP00028,SNS0028,2026-08-28 20:00:00,4.68,45.3,83.6,18.0896,76.1495
RD0002806,SHP00028,SNS0028,2026-08-28 22:00:00,4.46,51.4,81.9,18.2305,75.682
RD0002807,SHP00028,SNS0028,2026-08-29 00:00:00,4.44,54.4,80.5,18.3714,75.2145
RD0002808,SHP00028,SNS0028,2026-08-29 02:00:00,4.4,46.4,77.0,18.5123,74.747
RD0002809,SHP00028,SNS0028,2026-08-29 04:00:00,4.68,50.6,73.4,18.6532,74.2795
RD0002810,SHP00028,SNS0028,2026-08-29 06:00:00,4.42,55.9,73.7,18.7942,73.812
RD0002811,SHP00028,SNS0028,2026-08-29 08:00:00,3.48,54.6,70.5,18.9351,73.3445
RD0002900,SHP00029,SNS0029,2026-08-28 17:00:00,2.12,46.2,98.0,13.083,80.271
RD0002901,SHP00029,SNS0029,2026-08-28 19:00:00,1.48,43.8,94.3,13.5361,79.7365
RD0002902,SHP00029,SNS0029,2026-08-28 21:00:00,1.39,47.8,91.9,13.9892,79.202
RD0002903,SHP00029,SNS0029,2026-08-28 23:00:00,2.13,45.5,89.4,14.4422,78.6675
RD0002904,SHP00029,SNS0029,2026-08-29 01:00:00,2.16,56.5,86.2,14.8953,78.133
RD0002905,SHP00029,SNS0029,2026-08-29 03:00:00,2.22,52.3,85.1,15.3484,77.5985
RD0002906,SHP00029,SNS0029,2026-08-29 05:00:00,1.34,55.6,80.6,15.8015,77.064
RD0002907,SHP00029,SNS0029,2026-08-29 07:00:00,1.9,53.4,80.9,16.2546,76.5295
RD0002908,SHP00029,SNS0029,2026-08-29 09:00:00,1.92,47.2,76.1,16.7077,75.995
RD0002909,SHP00029,SNS0029,2026-08-29 11:00:00,1.51,52.0,76.0,17.1608,75.4605
RD0002910,SHP00029,SNS0029,2026-08-29 13:00:00,2.12,48.1,71.9,17.6138,74.926
RD0002911,SHP00029,SNS0029,2026-08-29 15:00:00,2.14,50.1,70.7,18.0669,74.3915
RD0003000,SHP00030,SNS0030,2026-08-29 00:00:00,16.4,43.8,95.6,28.614,77.209
RD0003001,SHP00030,SNS0030,2026-08-29 02:00:00,16.72,50.8,93.0,27.3105,77.2412
RD0003002,SHP00030,SNS0030,2026-08-29 04:00:00,17.01,56.2,91.9,26.007,77.2733
RD0003003,SHP00030,SNS0030,2026-08-29 06:00:00,16.38,48.4,88.3,24.7035,77.3055
RD0003004,SHP00030,SNS0030,2026-08-29 08:00:00,16.82,47.0,87.5,23.4,77.3377
RD0003005,SHP00030,SNS0030,2026-08-29 10:00:00,16.16,53.0,83.1,22.0965,77.3698
RD0003006,SHP00030,SNS0030,2026-08-29 12:00:00,16.46,43.4,83.3,20.793,77.402
RD0003007,SHP00030,SNS0030,2026-08-29 14:00:00,16.4,48.0,79.0,19.4895,77.4342
RD0003008,SHP00030,SNS0030,2026-08-29 16:00:00,15.98,57.3,78.6,18.186,77.4663
RD0003009,SHP00030,SNS0030,2026-08-29 18:00:00,16.59,48.6,74.4,16.8825,77.4985
RD0003010,SHP00030,SNS0030,2026-08-29 20:00:00,17.02,48.8,71.2,15.579,77.5307
RD0003011,SHP00030,SNS0030,2026-08-29 22:00:00,17.08,46.6,71.4,14.2755,77.5628
RD0003100,SHP00031,SNS0031,2026-08-29 07:00:00,-15.26,50.1,97.7,19.076,72.877
RD0003101,SHP00031,SNS0031,2026-08-29 09:00:00,-15.48,55.6,94.2,18.9351,73.3445
RD0003102,SHP00031,SNS0031,2026-08-29 11:00:00,-15.21,43.8,91.5,18.7942,73.812
RD0003103,SHP00031,SNS0031,2026-08-29 13:00:00,-15.31,48.9,90.1,18.6532,74.2795
RD0003104,SHP00031,SNS0031,2026-08-29 15:00:00,-14.91,51.9,86.1,18.5123,74.747
RD0003105,SHP00031,SNS0031,2026-08-29 17:00:00,-14.76,51.7,84.3,18.3714,75.2145
RD0003106,SHP00031,SNS0031,2026-08-29 19:00:00,-14.78,42.5,81.5,18.2305,75.682
RD0003107,SHP00031,SNS0031,2026-08-29 21:00:00,-15.32,56.7,78.9,18.0896,76.1495
RD0003108,SHP00031,SNS0031,2026-08-29 23:00:00,-15.21,44.3,78.3,17.9487,76.617
RD0003109,SHP00031,SNS0031,2026-08-30 01:00:00,-14.78,53.9,76.2,17.8078,77.0845
RD0003110,SHP00031,SNS0031,2026-08-30 03:00:00,-14.34,50.5,73.7,17.6668,77.552
RD0003111,SHP00031,SNS0031,2026-08-30 05:00:00,-15.17,44.5,70.2,17.5259,78.0195
RD0003200,SHP00032,SNS0032,2026-08-29 14:00:00,4.74,57.1,97.0,18.52,73.857
RD0003201,SHP00032,SNS0032,2026-08-29 16:00:00,5.13,44.5,92.9,18.0669,74.3915
RD0003202,SHP00032,SNS0032,2026-08-29 18:00:00,5.36,43.3,93.1,17.6138,74.926
RD0003203,SHP00032,SNS0032,2026-08-29 20:00:00,4.92,51.7,89.5,17.1608,75.4605
RD0003204,SHP00032,SNS0032,2026-08-29 22:00:00,4.88,50.2,87.8,16.7077,75.995
RD0003205,SHP00032,SNS0032,2026-08-30 00:00:00,11.67,51.5,84.0,16.2546,76.5295
RD0003206,SHP00032,SNS0032,2026-08-30 02:00:00,11.96,57.8,82.9,15.8015,77.064
RD0003207,SHP00032,SNS0032,2026-08-30 04:00:00,11.81,54.3,78.4,15.3484,77.5985
RD0003208,SHP00032,SNS0032,2026-08-30 06:00:00,5.37,43.9,77.9,14.8953,78.133
RD0003209,SHP00032,SNS0032,2026-08-30 08:00:00,5.0,44.1,75.1,14.4423,78.6675
RD0003210,SHP00032,SNS0032,2026-08-30 10:00:00,5.05,50.9,73.3,13.9892,79.202
RD0003211,SHP00032,SNS0032,2026-08-30 12:00:00,5.24,48.4,70.5,13.5361,79.7365
RD0003300,SHP00033,SNS0033,2026-08-29 21:00:00,5.34,49.4,96.7,12.972,77.595
RD0003301,SHP00033,SNS0033,2026-08-29 23:00:00,4.41,48.9,94.7,14.2755,77.5628
RD0003302,SHP00033,SNS0033,2026-08-30 01:00:00,4.87,46.6,91.3,15.579,77.5307
RD0003303,SHP00033,SNS0033,2026-08-30 03:00:00,4.87,44.7,87.9,16.8825,77.4985
RD0003304,SHP00033,SNS0033,2026-08-30 05:00:00,5.63,53.0,87.0,18.186,77.4663
RD0003305,SHP00033,SNS0033,2026-08-30 07:00:00,4.81,43.7,84.7,19.4895,77.4342
RD0003306,SHP00033,SNS0033,2026-08-30 09:00:00,4.91,43.3,82.4,20.793,77.402
RD0003307,SHP00033,SNS0033,2026-08-30 11:00:00,5.52,45.5,79.0,22.0965,77.3698
RD0003308,SHP00033,SNS0033,2026-08-30 13:00:00,5.39,52.1,78.6,23.4,77.3377
RD0003309,SHP00033,SNS0033,2026-08-30 15:00:00,5.04,54.4,75.8,24.7035,77.3055
RD0003310,SHP00033,SNS0033,2026-08-30 17:00:00,4.79,52.3,71.1,26.007,77.2733
RD0003311,SHP00033,SNS0033,2026-08-30 19:00:00,4.51,46.1,71.3,27.3105,77.2412
RD0003400,SHP00034,SNS0034,2026-08-30 04:00:00,4.54,54.1,97.5,17.385,78.487
RD0003401,SHP00034,SNS0034,2026-08-30 06:00:00,4.41,52.0,92.7,17.5259,78.0195
RD0003402,SHP00034,SNS0034,2026-08-30 08:00:00,4.95,51.3,91.5,17.6668,77.552
RD0003403,SHP00034,SNS0034,2026-08-30 10:00:00,5.25,52.3,88.2,17.8078,77.0845
RD0003404,SHP00034,SNS0034,2026-08-30 12:00:00,5.68,57.5,87.4,17.9487,76.617
RD0003405,SHP00034,SNS0034,2026-08-30 14:00:00,4.74,49.5,84.7,18.0896,76.1495
RD0003406,SHP00034,SNS0034,2026-08-30 16:00:00,5.18,51.5,81.2,18.2305,75.682
RD0003407,SHP00034,SNS0034,2026-08-30 18:00:00,4.79,49.4,81.0,18.3714,75.2145
RD0003408,SHP00034,SNS0034,2026-08-30 20:00:00,4.35,46.6,77.7,18.5123,74.747
RD0003409,SHP00034,SNS0034,2026-08-30 22:00:00,5.2,43.4,73.5,18.6532,74.2795
RD0003410,SHP00034,SNS0034,2026-08-31 00:00:00,5.13,51.3,72.8,18.7942,73.812
RD0003411,SHP00034,SNS0034,2026-08-31 02:00:00,5.64,42.7,69.4,18.9351,73.3445
RD0003500,SHP00035,SNS0035,2026-08-30 11:00:00,-23.43,45.0,96.3,13.083,80.271
RD0003501,SHP00035,SNS0035,2026-08-30 13:00:00,-23.85,57.3,94.1,13.5361,79.7365
RD0003502,SHP00035,SNS0035,2026-08-30 15:00:00,-24.07,55.4,90.8,13.9892,79.202
RD0003503,SHP00035,SNS0035,2026-08-30 17:00:00,-23.32,52.3,90.5,14.4422,78.6675
RD0003504,SHP00035,SNS0035,2026-08-30 19:00:00,-24.65,57.9,86.3,14.8953,78.133
RD0003505,SHP00035,SNS0035,2026-08-30 21:00:00,-23.97,47.8,84.2,15.3484,77.5985
RD0003506,SHP00035,SNS0035,2026-08-30 23:00:00,-23.41,54.4,82.4,15.8015,77.064
RD0003507,SHP00035,SNS0035,2026-08-31 01:00:00,-23.75,52.1,81.0,16.2546,76.5295
RD0003508,SHP00035,SNS0035,2026-08-31 03:00:00,-24.23,50.9,77.8,16.7077,75.995
RD0003509,SHP00035,SNS0035,2026-08-31 05:00:00,-24.16,55.6,75.6,17.1608,75.4605
RD0003510,SHP00035,SNS0035,2026-08-31 07:00:00,-23.35,44.4,72.2,17.6138,74.926
RD0003511,SHP00035,SNS0035,2026-08-31 09:00:00,-24.59,56.7,69.6,18.0669,74.3915
RD0003600,SHP00036,SNS0036,2026-08-30 18:00:00,3.73,52.6,96.0,28.614,77.209
RD0003601,SHP00036,SNS0036,2026-08-30 20:00:00,3.48,43.4,93.5,27.3105,77.2412
RD0003602,SHP00036,SNS0036,2026-08-30 22:00:00,4.08,47.3,91.3,26.007,77.2733
RD0003603,SHP00036,SNS0036,2026-08-31 00:00:00,3.48,57.2,88.7,24.7035,77.3055
RD0003604,SHP00036,SNS0036,2026-08-31 02:00:00,4.7,43.5,85.7,23.4,77.3377
RD0003605,SHP00036,SNS0036,2026-08-31 04:00:00,4.24,42.3,84.5,22.0965,77.3698
RD0003606,SHP00036,SNS0036,2026-08-31 06:00:00,3.73,47.5,80.7,20.793,77.402
RD0003607,SHP00036,SNS0036,2026-08-31 08:00:00,4.37,58.0,80.6,19.4895,77.4342
RD0003608,SHP00036,SNS0036,2026-08-31 10:00:00,3.52,54.6,77.9,18.186,77.4663
RD0003609,SHP00036,SNS0036,2026-08-31 12:00:00,4.01,53.8,74.8,16.8825,77.4985
RD0003610,SHP00036,SNS0036,2026-08-31 14:00:00,4.04,56.0,72.0,15.579,77.5307
RD0003611,SHP00036,SNS0036,2026-08-31 16:00:00,4.17,44.5,69.8,14.2755,77.5628
RD_BAD001,,SNS9999,2026-08-25 10:00:00,5.2,58,84,19.076,72.877
RD_BAD002,SHP00001,SNS0001,2026-08-25 11:00:00,999,55,80,19.076,72.877
RD0000208,SHP00002,SNS0002,2026-08-21 12:00:00,5.26,47.2,78.1,14.8953,78.133
